Titulo,Compañia,Experiencia,Salario,Ubicacion,Fecha,Requisitos
Senior Full Stack Developer PHP/Node.js,Kovyx,0,Sin informacion,Madrid,23-12-2022,"['PHP', 'Node.js', 'Linux']"
Senior Frontend Developer,Capgemini,3,Sin informacion,Madrid,21-12-2022,"['JavaScript', 'SQL', 'MVC', 'TypeScript']"
Frontend Developer (Vue.js) - SaaS,Page Personnel,3,36.000 €,Barcelona,21-12-2022,['VueJS']
Ingeniero/a de software .NET,GMV,3,Sin informacion,Madrid,21-12-2022,"['Net', 'C#']"
Desarrollador/a Aplicaciones híbridas,Capgemini,3,Sin informacion,Madrid,20-12-2022,"['Angular', 'Capacitor', 'Ionic', 'NodeJs']"
Desarrollador/a Junior .NET,Capgemini,Sin informacion,Sin informacion,Asturias,20-12-2022,"['.net', 'C#', 'Microsoft', 'Agile']"
Desarrollador Fullstack Junior .NET,Page Personnel,2,33.000 €,Madrid,19-12-2022,"['Net', 'Javascript', 'HTML', 'CSS']"
Desarrollador .NET/ Azure/Json/ApiRest,PANEL Sistemas Informáticos,2,Sin informacion,Sin informacion,16-12-2022,"['.NET', 'azure', 'docker', 'google workspace']"
Senior React Front End Developer,Grupo Sermicro,5,Sin informacion,Sin informacion,16-12-2022,"['React', 'JavaScript', 'TypeScript']"
Freelance Frontend WPF (Full Remoto),HAYS,3,Sin informacion,Madrid,16-12-2022,"['C#', 'React', 'Angular']"
Ingeniero/a de Software Junior,GMV,1,Sin informacion,Madrid,16-12-2022,"['Java', 'JavaScript', 'Node js', 'API REST']"
.Net junior developer,TRS Staffing Solutions,1,Sin informacion,Sin informacion,16-12-2022,"['.net', 'angular', 'C#', 'SQL']"
Técnico/a de Redes Junior para Galileo,GMV,2,Sin informacion,Madrid,16-12-2022,"['redes', 'VLAN']"
Consultor SAP BPC,Grupo Digital,2,Sin informacion,Madrid,16-12-2022,['SAP']
Desarrollador JAVA,HAYS,3,Sin informacion,Valencia,15-12-2022,"['Java', 'Spring Boot']"
Java (Spring Boot) Developer,Triviere Partners,3,Sin informacion,Madrid,14-12-2022,"['java', 'J2EE', 'spring boot', 'spring MVC']"
Desarrollador PHP Híbrido,Page Personnel,3,Sin informacion,Madrid,14-12-2022,"['PHP', 'Laravel', 'Symfony', 'CodeIgniter']"
.NET Senior Developer,Michael Page,5,Sin informacion,Valencia,13-12-2022,"['Net', 'ASP NET']"
Experto Ruby on Rails,PS Recursos Humanos,2,33.000 €,Sin informacion,12-12-2022,"['Ruby', 'TDD', 'CI/CD', 'programacion en pares']"
QA Tester,Page Personnel,2,33.000 €,Madrid,12-12-2022,"['QA', 'SOAP', 'REST']"
Formación Java + contrato Junior,Capgemini,Sin informacion,Sin informacion,Asturias,09-12-2022,['java']
Ingeniero/a Junior de ciberseguridad,GMV,2,Sin informacion,Barcelona,09-12-2022,['ciberseguridad']
Data Scientist,GMV,3,Sin informacion,Madrid,09-12-2022,"['Python ', 'SQL', 'Oracle', 'PostgreSQL']"
Desarrollador Moodle,Page Personnel,2,30.000 €,Madrid,09-12-2022,['Moodle']
Desarrollador/a Net 100% remoto,Sade Consultoría Técnica,3,Sin informacion,Madrid,09-12-2022,"['.net', '.NET Core', 'API REST', 'MVC']"
Back End Developer,FutuRS,5,Sin informacion,Sin informacion,09-12-2022,"['Nodejs', 'Java', 'MongoDB', 'Kafka']"
Técnico de Mantenimiento,GMV,2,Sin informacion,Madrid,09-12-2022,"['Informatica', 'electronica']"
MID FRONTEND DEVELOPER,bimplantology,2,27.000 €,Madrid,02-12-2022,"['Angular', 'Javascript', 'HTML', 'CSS']"
Desarrollador de software,ERES ENERGIA,2,18.000 €,Almería,02-12-2022,"['HTML', 'CSS', 'JS', 'PYTHON']"
Ingeniero/a de ciberseguridad (IAM),GMV,1,Sin informacion,Madrid,02-12-2022,"['ciberseguridad', 'Linux']"
Desarrollador/a Java,GMV,3,Sin informacion,Madrid,02-12-2022,"['java', 'PostgreSQL', 'SQL Server']"
Ingeniero/a de ciberseguridad,GMV,Sin informacion,Sin informacion,Madrid,02-12-2022,"['ciberseguridad', 'criptografia']"
IT Desarrollador/a .NET híbrido,ALTEN Spain,3,Sin informacion,Madrid,02-12-2022,['.net']
Responsable de Marketing,Michael Page,5,Sin informacion,Barcelona,02-12-2022,"['marketing', 'SEO', 'SEM']"
Analista Programador/a C#,HAYS,3,Sin informacion,Barcelona,02-12-2022,"['C#', 'WPF']"
Técnico/a de Marketing Digital y Web,HAYS,2,Sin informacion,Cáceres,02-12-2022,['Marketing Digital']
System Integrator,HAYS,2,Sin informacion,Madrid,01-12-2022,"['API REST', 'Open API', 'Net', 'Java']"
Website & SEO Manager,HAYS,5,Sin informacion,Barcelona,29-11-2022,"['SEO', 'SEMrush', 'Screaming Frog', 'Google Analytics']"
Analista de Seguridad Caja Blanca,GMV,3,Sin informacion,Madrid,25-11-2022,"['ciberseguridad', 'Windows', 'Linux']"
Full Stack Developer,Beniconnect,5,Sin informacion,Alicante,25-11-2022,"['Laravel', 'PHP', 'CSS', 'HTML']"
Ingeniero/a DevOps,GMV,3,Sin informacion,Valladolid,25-11-2022,"['DevOps', 'CI/CD', 'Jenkins', 'Sonarqube']"
Brand & Communication Technician,HAYS,1,Sin informacion,Madrid,25-11-2022,"['Google Analytics', 'Adobe Photoshop', 'Salesforce', 'Wordpress']"
Desarrollador PHP,Page Personnel,5,42.000 €,Sin informacion,25-11-2022,"['PHP', 'Laravel']"
Ingeniero/a software .NET,GMV,2,Sin informacion,Valladolid,25-11-2022,"['NET', 'MVC', 'WPF']"
Docentes para cursos de programación,MEGA FORMACION,1,2.400 €,Pontevedra,25-11-2022,"['JAVA', 'JAVASCRIP', 'PHP', 'SQL PHYTON']"
Desarrollador/a Python,Alcorce Telecomunicaciones,1,Sin informacion,Madrid,21-11-2022,['python']
Ingeniero/a de despliegue,GMV,2,Sin informacion,Valladolid,18-11-2022,"['SQL', 'IIS', 'Python', 'Linux']"
Programador Senior Front,IESA,3,Sin informacion,Madrid,18-11-2022,"['Angular', 'TypeScript', 'CSS3', 'HTML5']"
Desarrollador/a web (React),GMV,2,Sin informacion,Valladolid,17-11-2022,"['React', 'Javascript']"
Programador Java,HAYS,2,Sin informacion,Vizcaya,17-11-2022,"['Java', 'Spring', 'Angular', 'Oracle']"
Laravel Senior Developer Remoto,HAYS,5,Sin informacion,Valencia,15-11-2022,"['laravel', 'PHP']"
Desarrollador/a Java,HAYS,3,Sin informacion,Navarra,15-11-2022,"['Java', 'SPRING']"
Analista Programador C#,HAYS,3,Sin informacion,Barcelona,11-11-2022,"['C#', 'NET Core']"
Programador/a junior .NET,HAYS,1,Sin informacion,Castellón,31-10-2022,"['Net', 'C++']"
Programador/a ERP Navision,The Adecco Group,Sin informacion,27.000 €,Madrid,24-10-2022,"['Navision', 'SQL server', 'C#', 'Visual Basic']"
Analista Programador (h/m),Michael Page,3,Sin informacion,Vizcaya,24-10-2022,"['JavaScript', 'Angular', 'HTML5', 'CSS3']"
Administrador/a de sistemas Linux,Grupo SIA,2,Sin informacion,Madrid,21-10-2022,"['linux', 'LDAP', 'APACHE', 'TOMCAT']"
Programador PHP,HAYS,Sin informacion,Sin informacion,Guipúzcoa,10-10-2022,"['php', 'Cake', 'Laravel', 'symfony']"
Programador/a de software,The Adecco Group,2,Sin informacion,Madrid,07-10-2022,"['delphi', 'lazarus', 'full strack', 'SQL']"
Desarrollador/a de PHP,HAYS,3,Sin informacion,Sin informacion,07-10-2022,"['php', 'Laravel', 'Symfony']"
Senior PHP Developer (full remote work),HAYS,5,33.000 €,Sin informacion,06-10-2022,"['php', 'RabbitMQ']"
Vue.js Tech Lead,HAYS,5,Sin informacion,Barcelona,04-10-2022,['Vue js']
Senior Backend Developer (.NET),HAYS,5,33.000 €,Sin informacion,30-09-2022,"['NET', 'ASP', 'Entity', 'TDD']"
Senior Ruby on Rails,Page Personnel,5,60.000 €,Sin informacion,29-09-2022,"['Ruby on Rails', 'Ruby']"
Front end Developer,Page Personnel,3,36.000 €,Madrid,22-09-2022,"['JavaScript', 'Angular', 'HTML', 'CSS']"
Desarrollador/a Web Senior,bimplantology,3,39.000 €,Madrid,24-08-2022,"['PHP', 'SQL', 'SYMPHONY', 'LARAVEL']"
Analista Programador .NET,HAYS,3,Sin informacion,Barcelona,19-08-2022,"['Net', 'ASP NET']"
Desarrollador Senior Backend C#,RELOCATE-IT,3,60.000 €,Barcelona,17-08-2022,"['C#', '.NET', 'Azure', 'Docker']"
Frontend Developer (Angular),Page Personnel,3,39.000 €,Barcelona,16-08-2022,['Angular']
Arquitecto/a DevOps (Teletrabajo),Ibermatica,2,Sin informacion,Sin informacion,09-08-2022,"['pipeline', 'CI', 'CT', 'CD']"
Ingeniero/a de software full-remote,GMV,3,Sin informacion,Madrid,02-08-2022,"['Net Core', 'C#', 'Go']"
Big Data Developer,Apolo IT Group,1,Sin informacion,Madrid,26-07-2022,"['java', 'unix', 'oracle']"
MID Frontend Developer,bimplantology,2,30.000 €,Madrid,20-07-2022,"['Angular', 'Javascript', 'HMTL', 'CSS']"
Técnico/a de Sistemas de aplicaciones,Grupo SIA,3,Sin informacion,Madrid,20-07-2022,"['Jboss', 'Websphere', 'Tomcat']"
Desarrollador/a Node - INTERIM,HAYS,2,30.000 €,Valencia,06-07-2022,"['node', 'angular', 'sql server']"
Product Owner,HAYS,2,Sin informacion,Barcelona,22-06-2022,"['JIRA', 'Confluence', 'Trello']"
Programador/a Power Platform,HAYS,3,Sin informacion,Barcelona,14-06-2022,"['Power BI', 'Power Automate', 'Power APPS', 'Sharepoint']"
Desarrolladores Java,CSAM,3,30.000 €,Madrid,08-06-2022,"['java', 'eclipse', 'spring', 'Tomcat']"
Analistas de Ciberseguridad,RDT,5,Sin informacion,Vizcaya,01-06-2022,"['CISA', 'CCNP Security']"
Programador / desarrollador JAVA,Nexo 360,1,16.000 €,Las Palmas,24-05-2022,"['Java', 'J2EE', 'Hibernate', 'Spring']"
QA Tester junior,HAYS,1,Sin informacion,Barcelona,23-05-2022,['SQL']
Técnico OPERACIONES WEB DevOps,HAYS,3,Sin informacion,Madrid,25-04-2022,"['LAMP', 'PHP', 'Puppet']"
Senior Java Developer,HAYS,3,Sin informacion,Valencia,12-04-2022,"['java', 'spring', 'spring boot', 'docker']"
Angular Frontend Developer,HAYS,5,Sin informacion,Valencia,05-04-2022,"['angular', 'testing', 'web', 'software']"
Programador Drupal,HAYS,3,Sin informacion,Barcelona,22-03-2022,"['Drupal', 'PHP', 'API']"
Full Stack,HAYS,3,Sin informacion,Barcelona,17-03-2022,"['JavaScript', 'ReactJS', 'HTML5', 'CSS3']"
Desarrollador Front-end React,HAYS,2,Sin informacion,Alicante,09-03-2022,"['React', 'Jest', 'Redux', 'HTML']"
Senior Fullstack Developer - remote work,HAYS,5,Sin informacion,Valencia,23-02-2022,"['net', 'asp', 'mvc', 'angular']"
MEAN Developer,HAYS,3,30.000 €,Valencia,08-02-2022,"['MongoDB', 'Angular', 'node', 'express']"
Programador/a Frontend (React - Twig),HAYS,2,Sin informacion,Barcelona,01-02-2022,"['React', 'Twig', 'HTML', 'Javascript']"
Programador/a Backend (Symfony),HAYS,2,Sin informacion,Barcelona,01-02-2022,"['Symfony', 'git']"
Programador/a Fullstack,HAYS,2,Sin informacion,Barcelona,12-01-2022,"['Typescript', 'Javascript', 'React', 'NET']"
Fullstack JAVA developer,HAYS,5,30.000 €,Valencia,11-01-2022,"['java', 'j2EE', 'javascript', 'angular']"
Senior Java Developer,HAYS,5,33.000 €,Sin informacion,11-01-2022,"['java', 'spring', 'docker', 'kubernetes']"
Fullstack PHP Developer,HAYS,3,Sin informacion,Alicante,30-11-2021,"['PHP', 'JavaScript']"
Senior JAVA/fullstack developer,HAYS,5,33.000 €,Valencia,01-11-2021,"['java', 'kubernetes', 'docker', 'AWS']"
Senior Fullstack Developer .NET/Angular,HAYS,3,Sin informacion,Valencia,27-10-2021,"['C#', 'ASP NET', 'API', 'SQL Server']"
DevOps Engineer,HAYS,3,Sin informacion,Barcelona,19-10-2021,"['AWS', 'REST', 'SOAP', 'GIT']"
Senior .NET Developer,HAYS,5,Sin informacion,Valencia,19-10-2021,['net']
Gestor/a proyectos software - Industria,HAYS,5,Sin informacion,Vizcaya,13-10-2021,['Oracle']
Frontend Developer (Angular),Page Personnel,3,36.000 €,Barcelona,21-09-2021,['Angular']
Senior Java Developer - Remote Working,HAYS,3,Sin informacion,Sevilla,15-09-2021,"['Java', 'springboot', 'microservicios', 'docker']"
JAVA fullstack developer,HAYS,5,30.000 €,Valencia,01-09-2021,"['java', 'Javascript']"
Senior .NET Developer,HAYS,5,Sin informacion,Granada,14-07-2021,"['net', 'asp', 'mvc', 'sql server']"
Desarrollador/a Java,HAYS,2,Sin informacion,Asturias,13-07-2021,['java']
Senior .NET Core Developer,HAYS,5,30.000 €,Valencia,06-07-2021,"['net', 'core', 'TDD', 'DDD']"
Programador web front end,NTT Data,Sin informacion,15.000 €,Barcelona,11-05-2021,"['java', 'angular js', 'react js', 'android']"
Programador junior,NTT Data,Sin informacion,16.000 €,Barcelona,13-04-2021,"['Java', 'J2ee', 'android', 'angular']"
Desarrollador Java,Indra Sistemas,Sin informacion,Sin informacion,Madrid,24-12-2019,"['java', 'xml', 'voip', 'linux']"
Desarrolladores Java,Stratio,3,Sin informacion,Madrid,08-11-2017,"['java', 'spring boot', 'Spring Cloud']"
Spark Engineer,Stratio,3,Sin informacion,Madrid,03-10-2017,"['Spark', 'Hadoop', 'Cassandra', 'Mongo DB']"
Arquitecto Big Data,Stratio,3,Sin informacion,Madrid,20-09-2017,"['Scala', 'Spark', 'Hadoop', 'MapReduce']"
Programador Backend Symfony,Singular Factory,5,24.000 €,Sin informacion,30-12-2022,"['Symfony', 'PHP', 'API', 'Backend']"
Desarrollador fullstack,Page Personnel,3,Sin informacion,Madrid,26-12-2022,"['backend', 'frontend']"
Desarrolladores y Analistas .NET Core,arelance,2,27.000 €,Sin informacion,23-12-2022,"['.net core', 'angular', 'c#', 'sql server']"
Fullstack Java&React,Krell Consulting & Training,2,33.000 €,Sin informacion,07-01-2023,"['React', 'Java']"
Programador SPARK/ JAVA,Krell Consulting & Training,2,30.000 €,Madrid,07-01-2023,"['Java', 'Spark']"
Backend Developer with Kotlin,Page Personnel,1,45.000 €,Barcelona,07-01-2023,"['Kotlin', 'PostgreSQL', 'Ktor']"
Desarrollador Cobol Junior,Grupo Digital,1,Sin informacion,Madrid,07-01-2023,['Cobol']
"Perfiles Java, J2EE, Spring, SpringBoot",Digital Talent Agency,1,Sin informacion,Sin informacion,06-01-2023,"['Java', 'J2EE', 'Spring', 'SpringBoot']"
Programadores/as Java,Digital Talent Agency,2,Sin informacion,Sin informacion,06-01-2023,['java']
Desarrollador Springboot (blockchain),Krell Consulting & Training,2,Sin informacion,Sin informacion,06-01-2023,"['springboot', 'Java']"
Programador Backend .Net,Invoin,5,33.000 €,Valencia,06-01-2023,"['.net', 'sql', 'webservies', 'rest']"
Administrador Security Suite McAfee,Krell Consulting & Training,2,Sin informacion,Sin informacion,06-01-2023,"['Seguridad', 'firewall', 'McAfee']"
QA TESTER - Full Remote,GeeksHubs,3,30.000 €,Sin informacion,06-01-2023,"['qa', 'tester']"
Fullstack Developer,Talent.com,5,Sin informacion,Barcelona,06-01-2023,"['PHP', 'HTML', 'JavaScript', 'MySQL']"
Java Developer,Social You,5,42.000 €,Barcelona,06-01-2023,"['Java', 'SQL', 'NoSQL', '.NET']"
Desarrollador Senior Backend,Yoomedoo,3,30.000 €,Sin informacion,06-01-2023,"['Python', 'MySQL', 'Javascript', 'Django']"
Desarrollado BackEnd Java/Microservicios,PANEL Sistemas Informáticos,5,Sin informacion,Sin informacion,06-01-2023,"['Java', 'ApiRest', 'solid', 'Spring']"
Analista programador BackEnd,Krell Consulting & Training,2,30.000 €,Sin informacion,06-01-2023,"['Microservicios', 'Oracle', 'PL/SQL', 'Java']"
Programador Backend NodeJS Remoto,Social You,5,39.000 €,Barcelona,06-01-2023,"['nodejs', 'nestjs', 'SQL', 'NoSQL']"
Node.js Back End Developer,Grupo Sermicro,3,39.000 €,Sin informacion,06-01-2023,"['node.js', 'typescript', 'javascript']"
Desarrollo Salesforce Lightning Web APEX,CMV Consultores,1,24.000 €,Madrid,06-01-2023,"['salesforce', 'Salesforce Lightning', 'APEX']"
Full Stack Developer,HAYS,2,Sin informacion,Madrid,06-01-2023,"['Java', 'REST', 'Spring', 'Springboot']"
Desarrollador fullstack,Page Personnel,2,Sin informacion,Madrid,06-01-2023,"['NET', 'Bootstrap', 'API REST']"
Desarrollador backend .Net,Page Personnel,5,Sin informacion,Madrid,06-01-2023,['Net']
Programado Sr. Java Backend PL/SQL,Grupo NS,1,Sin informacion,Madrid,06-01-2023,"['Java', 'PL/SQL', 'Oracle']"
Senior Full Stack - Proyecto Estable,HAYS,5,Sin informacion,Madrid,06-01-2023,"['Java', 'REST', 'scrum']"
Java developer (sin inglés),Page Personnel,5,33.000 €,Barcelona,06-01-2023,"['java', 'Spring']"
"Analistas MICROSOFT, .NET, SQL SERVER",Incoming Domain,5,24.000 €,Madrid,05-01-2023,"['.net', 'sql server']"
Web Developer PHP Fullstack,egluu,2,Sin informacion,Barcelona,05-01-2023,"['PHP', 'MySQL']"
Front-End (REACT),CAS TRAINING,2,Sin informacion,Barcelona,05-01-2023,"['JavaScript', 'REACT', 'Typescript', 'HTML']"
Programadores/as Back - Java REMOTO,PSS,3,33.000 €,Sin informacion,05-01-2023,"['java', 'SQL', 'Hibernate']"
Backend Developer Java,Serem,2,Sin informacion,Madrid,05-01-2023,"['java', 'Spring']"
Programador/a Angular & Node.js,CAS TRAINING,3,Sin informacion,Madrid,05-01-2023,"['angular', 'node.js']"
Frontend Developer with React [Remote],Almato Iberia,2,30.000 €,Barcelona,05-01-2023,['react']
Analista Programador Java-Springboot,PSS,2,30.000 €,Sin informacion,05-01-2023,"['JAVA', 'SPRINGBOOT', 'API', 'AGILE']"
Desarrollador/a BackEnd ( Remoto ),CAS TRAINING,2,30.000 €,Sin informacion,05-01-2023,"['JAVA', 'SPRING BOOT', 'REST', 'NODE JS']"
Backend Node.js Developer - Full Remote,GeeksHubs,2,33.000 €,Sin informacion,05-01-2023,"['node.js', 'TypeScript', 'APIs REST', 'Mongo DB']"
Desarrollador/a Backend Developer,Capgemini,2,Sin informacion,Sin informacion,05-01-2023,"['Java', 'SpringBoot.']"
Desarrollador Senior Full- Stack,Human Selection,3,30.000 €,Vizcaya,05-01-2023,"['reactJS', 'APIS', 'DEVOPS']"
Fullstack Developer en AWS,NTT Data,3,Sin informacion,Murcia,05-01-2023,"['AWS', 'TypeScript', 'SCSS', 'HTML']"
Programador/a Java Hibrido,Krell Consulting & Training,2,24.000 €,Madrid,05-01-2023,"['JAVA', 'ANGULAR']"
Developer Java/SpringBoot/Angular/React,PANEL Sistemas Informáticos,2,Sin informacion,Valladolid,05-01-2023,"['Java', 'SpringBoot', 'Docker', 'angular']"
Desarrollador Backend,Laubor Technologies,1,24.000 €,Sin informacion,05-01-2023,"['Golang', 'API REST', 'MySQL', 'Java']"
Programadores/as Java 100% Teletrabajo,PSS,3,30.000 €,Sin informacion,05-01-2023,['java']
REACT Software Architecht as Technical T,Almato Iberia,5,45.000 €,Sin informacion,05-01-2023,"['react', 'software']"
Oportunidad laboral Ingenieros titulados,Capgemini,Sin informacion,Sin informacion,Murcia,05-01-2023,"['java', 'angular', 'agile']"
Desarrollador Backend Junior,Page Personnel,1,21.000 €,Barcelona,05-01-2023,"['PHP', 'Node']"
Desarrollador/a FullStack .Net / Angular,HAYS,2,Sin informacion,Sin informacion,05-01-2023,"['Net', 'Angular']"
Desarrollador Java con Kotlin,Page Personnel,5,Sin informacion,Madrid,05-01-2023,"['Java', 'Kotlin']"
Jefe de Proyecto Desarrollo IT,Grupo Digital,5,Sin informacion,Madrid,05-01-2023,"['API', 'SQL Server', 'HTML']"
Desarrollador de software,Page Personnel,2,Sin informacion,Sin informacion,05-01-2023,"['microservicios', 'JavaScript']"
DevOps - Blockchain,Page Personnel,3,Sin informacion,Barcelona,05-01-2023,"['DevOps', 'Blockchain']"
Backend con Google Cloud,HAYS,3,Sin informacion,Madrid,05-01-2023,"['Java', 'Google Cloud']"
Desarrollador/a Software Java,HAYS,3,Sin informacion,Vizcaya,05-01-2023,"['java', 'Springboot']"
Desarrollador backend Javascript/NodeJS,PANEL Sistemas Informáticos,3,Sin informacion,Sin informacion,04-01-2023,"['NodeJS', 'Typescript', 'Javascript', 'TDD']"
Front/Fullstack Developer,Krell Consulting & Training,3,30.000 €,Madrid,04-01-2023,"['angular', 'html', 'css', 'jest']"
IT Desarrollador Java Remoto,ALTEN Spain,3,24.000 €,Sin informacion,04-01-2023,"['java', 'J2EE']"
Analista Programador Angular,Ibermatica,3,Sin informacion,Madrid,04-01-2023,['angular']
Desarrollador Back Nodejs,PANEL Sistemas Informáticos,2,Sin informacion,Sin informacion,04-01-2023,"['nodejs', 'JavaScript', 'Typescript', 'Rest']"
Fullstack Developer,Dars Telecom,5,30.000 €,Madrid,04-01-2023,"['Java', 'Java8', 'SpringBoot', 'Spring5']"
Backend Developer,HAYS,5,Sin informacion,Madrid,04-01-2023,['java']
Desarrollador Fullstack React + Node JS,HAYS,2,Sin informacion,Valencia,03-01-2023,"['React', 'Node JS']"
Programador FullStack Angular / Nodejs,Grupo Digital,5,Sin informacion,Madrid,03-01-2023,"['Angular', 'NodeJS']"
Chapter Lead Backend,HAYS,5,Sin informacion,Madrid,03-01-2023,"['Kafka', 'java']"
Tech Lead JAVA Remoto,Michael Page,3,33.000 €,Madrid,03-01-2023,['java']
Backend Developer,Page Personnel,3,45.000 €,Barcelona,03-01-2023,"['java', 'API']"
Software Engineer,HAYS,5,Sin informacion,Vizcaya,03-01-2023,"['Java', 'Springboot', 'JPA', 'HIBERNATE']"
Desarrollador/a PHP - 100% Remoto,HAYS,3,Sin informacion,Valencia,02-01-2023,"['PHP', 'Symfony', 'Laravel']"
CTO START UP-high english,Michael Page,0,72.000 €,Madrid,02-01-2023,"['React', 'NextJS', 'Typescript', 'Redux']"
BackEnd Engineer Python,Grupo Digital,2,Sin informacion,Madrid,02-01-2023,"['Python', 'django']"
Analista programador BackEnd,Krell Consulting & Training,2,30.000 €,Sin informacion,30-12-2022,"['Microservicios', 'Oracle', 'PL/SQL', 'Java']"
Full-Stack Developer (nodejs & Reactjs),PAVAPARK MOVILIDAD,1,Sin informacion,Valencia,30-12-2022,"['NodeJS', 'ReactJS', 'Git']"
Backend Developer,ADDITIVE,3,45.000 €,Barcelona,30-12-2022,"['PHP', 'SQL', 'PostgresSQL', 'REST']"
Analista / Programador PHP - Wordpress,Boream,3,30.000 €,Sin informacion,30-12-2022,"['php', 'wordpress']"
Python Backend Developer,Grupo Sermicro,Sin informacion,Sin informacion,Sin informacion,30-12-2022,"['python', 'django']"
Desarrollador Senior,Deipe,2,24.000 €,Las Palmas,30-12-2022,"['Reactjs', 'symfony', 'angularjs', 'php']"
IT Desarrollo BackEnd NodeJS Remoto,ALTEN Spain,3,Sin informacion,Sin informacion,30-12-2022,"['nodejs', 'node']"
Desarrollador/a Backend RFID,HAYS,3,Sin informacion,Guipúzcoa,30-12-2022,"['microservicios', 'REST', 'java']"
Arquitecto de Software,HAYS,3,Sin informacion,Navarra,30-12-2022,"['PYTHON', 'GO', 'RUST']"
Software Engineer Java,HAYS,2,Sin informacion,Madrid,30-12-2022,"['java', 'J2EE', 'Spring']"
Desarrollador/a Full Stack,Fidenet Comunicación,3,Sin informacion,Guipúzcoa,29-12-2022,"['PHP', 'SYMFONY', 'ANGULAR', 'NODE.JS']"
Gestor de Contenidos OWCS,Krell Consulting & Training,2,30.000 €,Madrid,29-12-2022,"['Java', 'Oracle', 'OWCS']"
Unity Developer,arelance,2,18.000 €,Sin informacion,29-12-2022,"['unity', 'WebGL', 'UniRx', 'XR']"
Desarrollador/a Backend - JIRA,Sin Informacion,3,Sin informacion,Madrid,29-12-2022,"['JIRA', 'Full Stack']"
Desarrollador Fullstack Typescript,Publifilms Media,5,45.000 €,Madrid,29-12-2022,"['Typescript', 'PHP', 'Mysql', 'AWS']"
Desarrollador Java / Spring / Oracle,PANEL Sistemas Informáticos,5,Sin informacion,Sin informacion,29-12-2022,"['java', 'spring', 'oracle']"
Desarrollador Senior,Echeide.com,5,24.000 €,Sin informacion,29-12-2022,"['Javascript', 'angularjs', 'desarrollo web', 'Svelve']"
Desarrollador/a Front End,Fidenet Comunicación,2,Sin informacion,Guipúzcoa,29-12-2022,"['HTML', 'CSS', 'JAVASCRIPT', 'ANGULAR']"
Líder técnico software backend,GMV,5,Sin informacion,Barcelona,29-12-2022,['NET Core']
Analista SAP ABAP,NTT Data,3,Sin informacion,Murcia,29-12-2022,"['SAP', 'Abap', 'HANA', 'Fiori']"
Desarrollador de Drupal,Aictina Consulting,3,33.000 €,Sin informacion,28-12-2022,"['drupal', 'PHP']"
Desarrollador/a Python,Fidenet Comunicación,2,Sin informacion,Guipúzcoa,28-12-2022,"['Python', 'ERP', 'CRM', 'ODOO']"
Arquitecto de Software,Page Personnel,3,Sin informacion,Madrid,28-12-2022,"['APIs', 'REST', 'GraphQL']"
Magento 2 Developer,Page Personnel,2,39.000 €,Sin informacion,28-12-2022,"['Magento', 'PHP']"
Website builder - Wordpress developer,Sportnet Srl,2,Sin informacion,Las Palmas,27-12-2022,"['Wordpress', 'mockups']"
Senior .NET Developer,Page Personnel,5,Sin informacion,Barcelona,27-12-2022,"['Net', 'C#']"
Desarrollador Javascript con SQL REMOTO,ShareCRF,2,30.000 €,Sin informacion,27-12-2022,"['javascript', 'sql']"
Desarrollador Senior Java,arelance,3,30.000 €,Sin informacion,26-12-2022,"['java', 'Spring', 'SQL', 'Oracle']"
Team Leader Java,HAYS,5,Sin informacion,Vizcaya,26-12-2022,"['java', 'Spring']"
Desarrollador/a Front Angular,Michael Page,5,33.000 €,Valencia,26-12-2022,['Angular']
Software engineer / DevOps (h/m),Michael Page,2,Sin informacion,Navarra,26-12-2022,"['java', 'PowerShell', 'Linux']"
Java Backend Developers,Grupo NS,2,Sin informacion,Madrid,23-12-2022,['java']
Desarrollador/a Full Stack,Balterra Ingenieria,3,24.000 €,Valencia,23-12-2022,"['Javacript', 'Typescript', 'React', '.Net Core']"
Fullstack Engineer,Raw iGaming,2,Sin informacion,Málaga,23-12-2022,"['Javascript', 'Typescript', 'php', 'python']"
Desarrolladores Fullstack Java / Angular,arelance,2,30.000 €,Sin informacion,23-12-2022,"['java', 'angular', 'microservicios', 'spring']"
Desarrollador/a Junior Java,Capgemini,Sin informacion,Sin informacion,Asturias,23-12-2022,"['java', 'javascript']"
Desarrollador .Net,Red Hospitalaria Recoletas,2,39.000 €,Sin informacion,23-12-2022,"['.net', 'SQL', 'EFCore', 'LinQ']"
Backend Engineer w/Node.js+Data Engineer,DevsData LLC,5,60.000 €,Sin informacion,23-12-2022,"['python', 'R', 'JavaScript', 'Node.js']"
Backend Developer,Page Personnel,3,45.000 €,Barcelona,23-12-2022,"['java', 'API']"
Backend Developer - EdTech Company.,Page Personnel,5,45.000 €,Barcelona,23-12-2022,"['Java', 'SQL NoSQL']"
.Net Developer,HAYS,3,Sin informacion,Barcelona,23-12-2022,"['Net', 'C#']"
Midle Senior Frontend developer,Page Personnel,3,Sin informacion,Málaga,23-12-2022,['Javascript']
Analista Desarrollador .NET,Page Personnel,3,Sin informacion,Sevilla,23-12-2022,"['Net', 'C#']"
Engineering Lead PHP,Page Personnel,3,45.000 €,Málaga,19-12-2022,['PHP']
"Backend Developer PHP, Laravel",Page Personnel,2,30.000 €,Barcelona,19-12-2022,"['PHP', 'Laravel']"
